English Name,English District,Best Arabic Match,Match Score,Cand1,Cand1_Lat,Cand1_Score,Cand2,Cand2_Lat,Cand2_Score,Cand3,Cand3_Lat,Cand3_Score
Haddacé,Bint Jbayl,حداثا,66.66666666666666,حداثا,حداك,66.66666666666666,تبنين حي التحتاني,حداقي,35.294117647058826,تبنين حي الفوقاني,حداقي,27.272727272727266
Salhané,Bint Jbayl,تبنين حي التحتاني,50.0,تبنين حي التحتاني,صالحاني,50.0,تبنين حي الفوقاني,صالحاني,41.666666666666664,تبنين حي الكاثوليك,صالحاني,40.0
Al-Dellafé,Hasbaya,الدلافة,66.66666666666666,الدلافة,Al دلاف,66.66666666666666,الفرديس,Al دالفي,53.333333333333336,الخيام شمالي,Al دالفي,44.44444444444444
El-Habbariyé,Hasbaya,الهبارية,66.66666666666666,الهبارية,El هباريه,66.66666666666666,حاصبيا حي السراي,El حباري,52.63157894736842,حاصبيا حي العين,El حابريي,52.63157894736842
El-Kahlouat,Hasbaya,الدلافة,42.857142857142854,الدلافة,El كهلواة,42.857142857142854,الهبارية,El كهلواة,40.0,الوزاني,El كهلوات,37.5
El-Khreibé,Hasbaya,الخيام غربي,47.05882352941177,الخيام غربي,El خريبي,47.05882352941177,الجديدة حي السراي,El خرايب,44.44444444444444,الهبارية,El كهريب,42.857142857142854
Nkhailé,Hasbaya,عديسه,54.54545454545455,عديسه,نخعيله,54.54545454545455,الخيام شمالي,نخيلي,53.333333333333336,الفرديس,نخايلي,46.15384615384615
Slaïyeb,Hasbaya,رب ثلاثين,57.142857142857146,رب ثلاثين,سلايب,57.142857142857146,الوزاني,سلايب,50.0,الهبارية,سلايب,46.15384615384615
Adchite El-Koussair,Marjaayoun,الجديدة حي السراي,50.0,الجديدة حي السراي,عدشيت El كساير,50.0,سرده والعمره,أدشته El كوساير,44.44444444444444,عديسه,عدشيت El كسير,44.44444444444444
Adeicé,Marjaayoun,عديسه,66.66666666666666,عديسه,عديك,66.66666666666666,الفرديس,اديك,54.54545454545455,القليعه,اضايقه,46.15384615384615
Deir Mimas Doumiat,Marjaayoun,الجديدة حي المدارس,64.0,الجديدة حي المدارس,داير مماس دمية,64.0,الجديدة حي السراي,داير ميمس دمية,55.172413793103445,الجديدة حي العيون,داير ميمس دمية,55.172413793103445
El-Amra,Marjaayoun,الهبارية,46.15384615384615,الهبارية,El امرة,46.15384615384615,سرده والعمره,El عمر,44.44444444444444,الخيام شرقي,El امرة,37.5
El-Kleia,Marjaayoun,القليعه,54.54545454545455,القليعه,El قلي,54.54545454545455,الهبارية,El قلاية,50.0,الجديدة حي القلعة,El قلية,47.05882352941177
Houra,Marjaayoun,الهبارية,66.66666666666666,الهبارية,هرة,66.66666666666666,الوزاني,حورا,44.44444444444444,بويضة,حورة,44.44444444444444
Mazraet-El-Jrein,Marjaayoun,الجديدة حي السراي,50.0,الجديدة حي السراي,مزراية El جرين,50.0,الجديدة حي المدارس,مازرعت El جرين,48.0,ميس الجبل شرقي,مزرية El جرين,48.0
Mazraet el-Sarada,Marjaayoun,الجديدة حي السراي,50.0,الجديدة حي السراي,مزراية el صردة,50.0,سرده والعمره,مزرعة el سرد,50.0,الجديدة حي المدارس,مازرعت el صردة,48.0
Rabb Salacine,Marjaayoun,رب ثلاثين,77.77777777777777,رب ثلاثين,رب سلاسين,77.77777777777777,حاصبيا حي السراي,راب سالكين,57.142857142857146,الوزاني,راب سلاسيني,55.55555555555556
Abba,Nabatiyeh,جباع,57.142857142857146,جباع,أبا,57.142857142857146,الشرقية,ابة,40.0,قعقعية الجسر,عبة,30.769230769230774
Ali El-Taher,Nabatiyeh,قعقعية الجسر,43.47826086956522,قعقعية الجسر,علي El طاهر,43.47826086956522,الشرقية,علي El طاهر,33.33333333333333,جباع,عل El طاهر,28.57142857142857
Bfarwé,Nabatiyeh,كفروة,66.66666666666666,كفروة,بفرو,66.66666666666666,الشرقية,بفاروي,46.15384615384615,جباع,بفارو,44.44444444444444
El-Charkiyé,Nabatiyeh,الشرقية,66.66666666666666,الشرقية,El شرقي,66.66666666666666,قعقعية الجسر,El شارقيي,38.095238095238095,جباع,El شاركي,16.66666666666667
El-Hamra,Nabatiyeh,الشرقية,40.0,الشرقية,El حامرة,40.0,كفروة,El حمرة,33.33333333333333,قعقعية الجسر,El حامرة,30.0
Hmaïla,Nabatiyeh,الشرقية,50.0,الشرقية,حمالة,50.0,قعقعية الجسر,حمالة,35.294117647058826,جباع,حملا,25.0
Izzé,Nabatiyeh,الشرقية,40.0,الشرقية,اذي,40.0,جباع,اظ,33.33333333333333,قعقعية الجسر,عزي,30.769230769230774
Kafr Dajjal,Nabatiyeh,كفروة,50.0,كفروة,كفر دجل,50.0,الشرقية,كفر دجال,40.0,قعقعية الجسر,قفر دجال,40.0
Kafra-Jbah,Nabatiyeh,كفروة,61.53846153846154,كفروة,كفرة جبة,61.53846153846154,جباع,كفرا جبة,50.0,قعقعية الجسر,قفرة جبة,44.44444444444444
Kakiat El-Jisr,Nabatiyeh,قعقعية الجسر,57.142857142857146,قعقعية الجسر,قاقت El جسر,57.142857142857146,الشرقية,كقيت El جسر,37.5,جباع,قاقت El جسر,26.66666666666667
Ksaibé,Nabatiyeh,الشرقية,44.44444444444444,الشرقية,قسيب,44.44444444444444,قعقعية الجسر,كسيب,28.57142857142857,جباع,كثيب,25.0
Mazraat-el-Khreibé,Nabatiyeh,قعقعية الجسر,34.78260869565217,قعقعية الجسر,مزرعة el خريب,34.78260869565217,الشرقية,مزرعة el خريب,33.33333333333333,جباع,مازرعت el خريب,33.33333333333333
Mazraet Bsaffour,Nabatiyeh,قعقعية الجسر,50.0,قعقعية الجسر,مزرعة بسفر,50.0,الشرقية,مزرية بسافر,44.44444444444444,جباع,مزرعة بسافر,40.0
Mazraet Chaal Baal,Nabatiyeh,الشرقية,60.0,الشرقية,مزرية شال بال,60.0,قعقعية الجسر,مزرعة شعل بال,48.0,جباع,مزرعة شال بال,35.294117647058826
Mazraet Dmoul,Nabatiyeh,الشرقية,50.0,الشرقية,مزرية دمل,50.0,قعقعية الجسر,مزرعة دمل,38.095238095238095,جباع,مازرعت دمل,28.57142857142857
Mazraet El-Bayad,Nabatiyeh,الشرقية,40.0,الشرقية,مزرية El بياض,40.0,جباع,مزرعة El بياض,35.294117647058826,قعقعية الجسر,مزرعة El بياض,32.0
Mazraet Kalaat Meiss,Nabatiyeh,الشرقية,45.45454545454545,الشرقية,مزرية كالات ميس,45.45454545454545,قعقعية الجسر,مزرعة كالات مايس,42.857142857142854,كفروة,مزرعة كلات ميس,31.578947368421055
Mazraet Kfar Jaouz,Nabatiyeh,كفروة,44.44444444444444,كفروة,مزرعة كفر جوز,44.44444444444444,قعقعية الجسر,مزرعة كفر جوز,43.47826086956522,الشرقية,مزرية كفر جاوز,38.095238095238095
Basbina,Batroun,قندولا,33.33333333333333,قندولا,بسبينا,33.33333333333333,عورا,بسبينا,20.0,غوما,بسبينا,20.0
Beit Ksab,Batroun,راشكده,28.57142857142857,راشكده,بايت كسب,28.57142857142857,قندولا,بيت قصاب,28.57142857142857,عورا,بيت كساب,16.66666666666667
Chouma,Batroun,غوما,75.0,غوما,شوما,75.0,عورا,شوما,50.0,قندولا,شوما,40.0
Deir Kfifane,Batroun,راشكده,40.0,راشكده,دير كففنه,40.0,عورا,دير كففان,30.769230769230774,قندولا,دير كففان,26.66666666666667
Deir Mar Youhanna Douma,Batroun,عورا,31.578947368421055,عورا,دير مار يحن دوم,31.578947368421055,غوما,دير مار يحن دوم,31.578947368421055,راشكده,دير مار يهن ضم,30.0
Deir Mar Youssef Jrabta,Batroun,راشكده,27.272727272727266,راشكده,دير مر يصف جربتا,27.272727272727266,قندولا,دير مر يوساف جربت,26.086956521739125,عورا,دير مار يصف جربت,20.0
Harbouna,Batroun,عورا,44.44444444444444,عورا,حربنا,44.44444444444444,راشكده,حربنا,36.36363636363637,غوما,حاربونا,36.36363636363637
Karnaoun,Batroun,قندولا,54.54545454545455,قندولا,قرنون,54.54545454545455,عورا,قرناٌ,44.44444444444444,راشكده,قرناٌ,36.36363636363637
Kfar Heloss,Batroun,عورا,33.33333333333333,عورا,كفر حلوس,33.33333333333333,راشكده,كفر هلس,30.769230769230774,غوما,كفار حلوس,30.769230769230774
Koubba,Batroun,قندولا,60.0,قندولا,قوبا,60.0,عورا,كوبا,50.0,غوما,كوبا,50.0
Billa,Bcharre,المغر وبلا,54.54545454545455,المغر وبلا,بلا,54.54545454545455,بشري حي مار سابا,بيلا,35.294117647058826,بشري حي مار يوحنا,بيلا,33.33333333333333
Mchaa Ej Jobbé,Bcharre,بشري حي مار سابا,52.17391304347826,بشري حي مار سابا,مشا ايج جب,52.17391304347826,المغر وبلا,مشا اج جوب,50.0,بشري حي المقدمين,مشا ايج جبي,44.44444444444444
Mugher-el-Ahwel,Bcharre,المغر وبلا,63.1578947368421,المغر وبلا,مغر el أحول,63.1578947368421,بشري حي مار سابا,مغار el أحوال,48.275862068965516,بشري حي مار يوحنا,مغار el أحويل,46.666666666666664
Al-Boukaia,Koura,اجد عبرين,40.0,اجد عبرين,Al بقي,40.0,ضهور الهوا,Al بوكاي,37.5,البحصاص,Al بقيا,33.33333333333333
Al-Hraïché,Koura,ضهر العين,42.857142857142854,ضهر العين,Al هريش,42.857142857142854,ضهور الهوا,Al هراش,40.0,اجد عبرين,Al حريش,37.5
Belmand,Koura,ضهر العين,53.333333333333336,ضهر العين,بالمنض,53.333333333333336,ضهور الهوا,بالمانض,47.05882352941177,البحصاص,بالماند,42.857142857142854
Ejdabrine,Koura,اجد عبرين,75.0,اجد عبرين,إجدبرين,75.0,ضهر العين,إجضبرن,46.15384615384615,البحصاص,إجدابرن,28.57142857142857
Majdel,Koura,اجد عبرين,53.333333333333336,اجد عبرين,ماجديل,53.333333333333336,البحصاص,مجدال,33.33333333333333,ضهر العين,مجضيل,33.33333333333333
Aassaymout,Minieh-Danieh,المنية,30.769230769230774,المنية,آسايموت,30.769230769230774,الريحانية,آسايموت,28.57142857142857,,,
Al-Minieh,Minieh-Danieh,المنية,54.54545454545455,المنية,Al منيه,54.54545454545455,الريحانية,Al مينيه,40.0,,,
Azka,Minieh-Danieh,المنية,25.0,المنية,أزقة,25.0,الريحانية,أزقة,18.181818181818187,,,
Bakhoune,Minieh-Danieh,المنية,50.0,المنية,بخني,50.0,الريحانية,باخن,36.36363636363637,,,
Bchnnata,Minieh-Danieh,المنية,44.44444444444444,المنية,بشنطة,44.44444444444444,الريحانية,بشنطة,33.33333333333333,,,
Bechhara,Minieh-Danieh,الريحانية,46.15384615384615,الريحانية,بكحارة,46.15384615384615,المنية,بشهارة,33.33333333333333,,,
Behweité,Minieh-Danieh,الريحانية,61.53846153846154,الريحانية,بحواية,61.53846153846154,المنية,بهواية,50.0,,,
Beit Zaoud,Minieh-Danieh,المنية,42.857142857142854,المنية,باية زود,42.857142857142854,الريحانية,باية زود,40.0,,,
Bkarsouna,Minieh-Danieh,الريحانية,46.15384615384615,الريحانية,بقرصنة,46.15384615384615,المنية,بقرصنة,40.0,,,
Btehline,Minieh-Danieh,الريحانية,50.0,الريحانية,بتهليني,50.0,المنية,بتهلني,50.0,,,
El-Watié et Harf Siad,Minieh-Danieh,الريحانية,37.03703703703704,الريحانية,El وتي ات حرف صياد,37.03703703703704,المنية,El وت اية حرف سيد,26.086956521739125,,,
Jarjoura,Minieh-Danieh,الريحانية,40.0,الريحانية,جارجرة,40.0,المنية,جارجرة,33.33333333333333,,,
Jaroun,Minieh-Danieh,الريحانية,46.15384615384615,الريحانية,جارن,46.15384615384615,المنية,جارن,40.0,,,
Kattiné,Minieh-Danieh,المنية,54.54545454545455,المنية,قاطني,54.54545454545455,الريحانية,قاطني,50.0,,,
Kfar Bibnine,Minieh-Danieh,الريحانية,35.294117647058826,الريحانية,كفر ببنيني,35.294117647058826,المنية,كفر ببنين,30.769230769230774,,,
Kharnoub,Minieh-Danieh,الريحانية,42.857142857142854,الريحانية,خارنب,42.857142857142854,المنية,خارنب,36.36363636363637,,,
litige,Minieh-Danieh,الريحانية,42.857142857142854,الريحانية,لتيجي,42.857142857142854,المنية,لتجي,40.0,,,
Mazraat Ketrane,Minieh-Danieh,الريحانية,52.63157894736842,الريحانية,مزرعة قطراني,52.63157894736842,المنية,مزرعة قطراني,44.44444444444444,,,
Mazraet El-Krême,Minieh-Danieh,الريحانية,47.61904761904762,الريحانية,مزراية El كرمي,47.61904761904762,المنية,مزرية El كرام,42.10526315789474,,,
Mrabine,Minieh-Danieh,المنية,66.66666666666666,المنية,مربني,66.66666666666666,الريحانية,مربيني,61.53846153846154,,,
Mrah-El-Sfiré,Minieh-Danieh,الريحانية,33.33333333333333,الريحانية,مرة El سفري,33.33333333333333,المنية,مرة El صفر,28.57142857142857,,,
Nemrine et Bakoura,Minieh-Danieh,الريحانية,45.45454545454545,الريحانية,نمرين ات بكرا,45.45454545454545,المنية,نمرني ات بكر,44.44444444444444,,,
Omar,Minieh-Danieh,المنية,40.0,المنية,امار,40.0,الريحانية,عمار,30.769230769230774,,,
Qarhaiya,Minieh-Danieh,الريحانية,66.66666666666666,الريحانية,قرحية,66.66666666666666,المنية,قرهايية,46.15384615384615,,,
Qemmamine,Minieh-Danieh,المنية,66.66666666666666,المنية,كممني,66.66666666666666,الريحانية,قمميني,46.15384615384615,,,
Qraine,Minieh-Danieh,الريحانية,66.66666666666666,الريحانية,قريني,66.66666666666666,المنية,قريني,44.44444444444444,,,
Tourbol,Minieh-Danieh,المنية,20.0,المنية,تربل,20.0,الريحانية,تربل,18.181818181818187,,,
Zouk Bhanine,Minieh-Danieh,الريحانية,40.0,الريحانية,ذك بحنين,40.0,المنية,ذك بحنين,33.33333333333333,,,
Al-Mina Jardins,Tripoli,الرمانة,50.0,الرمانة,Al منة جاردنس,50.0,الميناء,Al مينا جاردنس,47.61904761904762,الزاهرية,Al منة جاردينس,40.0
Al-Mina No1,Tripoli,الميناء,50.0,الميناء,Al مينا No1,50.0,الرمانة,Al منة No1,40.0,وادي النحلة,Al منة No1,28.57142857142857
Al-Mina No2,Tripoli,الميناء,66.66666666666666,الميناء,Al مينا نء,66.66666666666666,الرمانة,Al منا نؤ,42.857142857142854,وادي النحلة,Al منة نوء,38.095238095238095
Al-Mina No3,Tripoli,الميناء,53.333333333333336,الميناء,Al مينا نع,53.333333333333336,الرمانة,Al منا نع,42.857142857142854,وادي النحلة,Al منة نوع,38.095238095238095
Tripoli Al-Kobbé,Tripoli,السويقه,44.44444444444444,السويقه,طربولي Al قبه,44.44444444444444,القبة,تربل Al قب,40.0,وادي النحلة,تربل Al كوبي,34.78260869565217
Tripoli Al-Mouhaitra,Tripoli,المهاترة,60.869565217391305,المهاترة,تربل Al مهايترة,60.869565217391305,التبانة,تربل Al مهايترة,40.0,الرمانة,تربل Al مهايترة,40.0
Tripoli Al-Rmmanieh,Tripoli,الرمانة,47.61904761904762,الرمانة,تربل Al رمانيه,47.61904761904762,وادي النحلة,طربولي Al رمانيح,44.44444444444444,التبانة,تربل Al رمانيه,42.10526315789474
Tripoli Al-Souéka,Tripoli,السويقه,50.0,السويقه,تربل Al سويقة,50.0,التبانة,تربل Al ثقة,37.5,القبة,تربل Al ثقة,37.5
Tripoli Al-Tabbaneh,Tripoli,التبانة,44.44444444444444,التبانة,تربل Al تبانه,44.44444444444444,الزاهرية,تريبل Al تبانه,40.0,وادي النحلة,طربولي Al طبنح,40.0
Tripoli Al-Tal,Tripoli,التبانة,44.44444444444444,التبانة,تربل Al تال,44.44444444444444,المهاترة,تربل Al تال,42.10526315789474,وادي النحلة,طربولي Al طال,41.666666666666664
Tripoli Al-Zehrieh,Tripoli,الزاهرية,47.61904761904762,الزاهرية,تربل Al زهريه,47.61904761904762,وادي النحلة,تربل Al ظاهريه,32.0,التبانة,تربل Al ظاهريه,31.578947368421055
Tripoli Jardins,Tripoli,التبانة,50.0,التبانة,تربل جاردنس,50.0,وادي النحلة,تربل جاردينس,43.47826086956522,الزاهرية,تربل جاردينس,40.0
Tripoli Zeitoun,Tripoli,الزاهرية,55.55555555555556,الزاهرية,تربل زايةٌ,55.55555555555556,التبانة,تربل زايةٌ,53.333333333333336,وادي النحلة,طربولي زايةٌ,43.47826086956522
Aadoua,Zgharta,اجبع,50.0,اجبع,ادعا,50.0,اسلوت,ادو,50.0,عشاش,عدوا,50.0
Acheiche,Zgharta,عشاش,75.0,عشاش,عشيش,75.0,القادريه,الشيشه,57.142857142857146,قره باش,الشيشه,46.15384615384615
Al-Harik,Zgharta,حارة الفوار,44.44444444444444,حارة الفوار,Al حارق,44.44444444444444,القادريه,Al هاريك,42.857142857142854,حرف ارده,Al حرك,42.857142857142854
Al-Khaldyé,Zgharta,القادريه,58.8235294117647,القادريه,Al خالديه,58.8235294117647,زغرتا حي الصليب الشمالي,Al خالديي,40.0,مزرعة الفريديس,Al خالدي,36.36363636363637
Arbet Koshaya,Zgharta,عربة قزحيا,77.77777777777777,عربة قزحيا,عربة قشي,77.77777777777777,حارة الفوار,عاربة كوشيا,60.0,بيت عبيد,عربيت كشي,58.8235294117647
Ardate,Zgharta,حرف ارده,57.142857142857146,حرف ارده,ارداته,57.142857142857146,القادريه,اردتي,54.54545454545455,حارة الفوار,ارداة,50.0
Bsebhil,Zgharta,بيت عبيد,42.857142857142854,بيت عبيد,بسبهيل,42.857142857142854,اسلوت,بسبهل,40.0,عربة قزحيا,بسبحيل,37.5
Danhi,Zgharta,القادريه,44.44444444444444,القادريه,دنه,44.44444444444444,حرف ارده,دنه,36.36363636363637,قره باش,دانه,36.36363636363637
Ehden,Zgharta,عشاش,44.44444444444444,عشاش,عهدان,44.44444444444444,القادريه,اهدن,40.0,حارة الفوار,احضان,37.5
Ejbeh,Zgharta,اجبع,75.0,اجبع,اجبه,75.0,قره باش,عجباه,50.0,عشاش,عجباه,44.44444444444444
Karabeiche,Zgharta,القادريه,61.53846153846154,القادريه,كاربيشه,61.53846153846154,قره باش,كربيشه,46.15384615384615,بيت عبيد,كربيشي,42.857142857142854
Mazraat Ejbeh,Zgharta,مزرعة حوقا,70.0,مزرعة حوقا,مزرعة اجبه,70.0,مزرعة الفريديس,مزرعة اجبه,66.66666666666666,حرف مزيارة,مزرعة إجبح,60.0
Mazraat Jneide,Zgharta,مزرعة الفريديس,78.26086956521739,مزرعة الفريديس,مزرعة جنيدي,78.26086956521739,مزرعة حوقا,مزرعة جنيد,66.66666666666666,زغرتا حي الصليب الجنوبي,مزرات جنيد,53.84615384615385
Merh Kfarsghabe,Zgharta,مزرعة الفريديس,54.54545454545455,مزرعة الفريديس,مره كفرسغب,54.54545454545455,زغرتا حي المعاصر,ماره كفرصغاب,52.17391304347826,حرف مزيارة,ماره كفرسغب,47.61904761904762
n.a. (1),Zgharta,زغرتا حي الصليب الجنوبي,14.285714285714292,زغرتا حي الصليب الجنوبي,,14.285714285714292,حارة الفوار,,13.333333333333329,حرف ارده,,13.333333333333329
Sakhra,Zgharta,حارة الفوار,42.857142857142854,حارة الفوار,ساخرة,42.857142857142854,القادريه,ساخر,40.0,حرف مزيارة,ساخرة,40.0
Akmata,Jezzine,قتالة,54.54545454545455,قتالة,عقماتة,54.54545454545455,عين مجدلين,عقمت,28.57142857142857,لبعه,عقمت,25.0
Arkoub (Mazraat),Jezzine,لبعه,21.05263157894737,لبعه,الركب (Mazraat),21.05263157894737,قتالة,الركب (Mazraat),20.0,عين مجدلين,الركب (Mazraat),16.0
Baba,Jezzine,قتالة,44.44444444444444,قتالة,بابة,44.44444444444444,لبعه,بب,33.33333333333333,بحنين - كفرتعلا,باب,25.0
Chabil,Jezzine,قتالة,44.44444444444444,قتالة,شابل,44.44444444444444,بحنين - كفرتعلا,شبيل,35.294117647058826,عين مجدلين,شبيل,28.57142857142857
El-Demachkiyeh,Jezzine,عين مجدلين,31.578947368421055,عين مجدلين,El دمشقيه,31.578947368421055,قتالة,El ضمشقياه,26.66666666666667,بحنين - كفرتعلا,El ضمشكياه,26.086956521739125
El-Kabeh,Jezzine,لبعه,40.0,لبعه,El كبه,40.0,قتالة,El قابه,33.33333333333333,بحنين - كفرتعلا,El كابه,30.0
El-Mahmoudiyeh,Jezzine,عين مجدلين,42.10526315789474,عين مجدلين,El محمديه,42.10526315789474,بحنين - كفرتعلا,El محمديه,25.0,لبعه,El محمديه,15.384615384615387
El-Rahbane,Jezzine,بحنين - كفرتعلا,34.78260869565217,بحنين - كفرتعلا,El رهبني,34.78260869565217,لبعه,El رهبنه,33.33333333333333,عين مجدلين,El رحبن,23.529411764705884
El-Rihane,Jezzine,عين مجدلين,35.294117647058826,عين مجدلين,El ريهن,35.294117647058826,بحنين - كفرتعلا,El ريحني,34.78260869565217,لبعه,El رهن,20.0
El-Wadié,Jezzine,عين مجدلين,37.5,عين مجدلين,El ودي,37.5,بحنين - كفرتعلا,El وديا,27.272727272727266,لبعه,El وده,20.0
Haïdab,Jezzine,بحنين - كفرتعلا,33.33333333333333,بحنين - كفرتعلا,حيداب,33.33333333333333,عين مجدلين,هيدب,28.57142857142857,لبعه,حدب,28.57142857142857
Jabal Toura,Jezzine,قتالة,50.0,قتالة,جبل ترا,50.0,بحنين - كفرتعلا,جبل طرا,40.0,عين مجدلين,جبل تر,37.5
Khellet Khazen,Jezzine,عين مجدلين,52.63157894736842,عين مجدلين,خلية خزين,52.63157894736842,قتالة,خلة خازن,46.15384615384615,بحنين - كفرتعلا,خلاط خزين,45.45454545454545
Krouh,Jezzine,لبعه,28.57142857142857,لبعه,كره,28.57142857142857,بحنين - كفرتعلا,كره,25.0,قتالة,قره,25.0
litige,Jezzine,لبعه,50.0,لبعه,لتجه,50.0,عين مجدلين,لتيجي,40.0,قتالة,لتج,25.0
Mazraat Dahr el-Deir,Jezzine,بحنين - كفرتعلا,38.70967741935484,بحنين - كفرتعلا,مزرعة دحر el دير,38.70967741935484,عين مجدلين,مزرعة ضهر el دير,23.07692307692308,قتالة,مذراة ضهر el دير,19.04761904761905
Mazraat Daraya,Jezzine,بحنين - كفرتعلا,36.36363636363637,بحنين - كفرتعلا,مزرعة دري,36.36363636363637,عين مجدلين,مزرعة دري,31.578947368421055,قتالة,مذراة دري,28.57142857142857
Mazraat El Ouazaaiyé,Jezzine,بحنين - كفرتعلا,34.48275862068965,بحنين - كفرتعلا,مزرعة El اوزاي,34.48275862068965,عين مجدلين,مزرعة El أعزاي,33.33333333333333,قتالة,مزرعة El اوزاي,21.05263157894737
Mazraat Louzid (Louayziyé),Jezzine,بحنين - كفرتعلا,27.02702702702703,بحنين - كفرتعلا,مزرعة لزيد (Louayziyé),27.02702702702703,عين مجدلين,مزرعة لزيد (Louayziyé),18.75,لبعه,مزرعة لزد (Louayziyé),16.0
Sfarai,Jezzine,بحنين - كفرتعلا,33.33333333333333,بحنين - كفرتعلا,صفراي,33.33333333333333,قتالة,سفاري,20.0,عين مجدلين,سفري,14.285714285714292
Tamra,Jezzine,قتالة,60.0,قتالة,تامرة,60.0,بحنين - كفرتعلا,تمرا,23.529411764705884,عين مجدلين,تمر,15.384615384615387
Wadi Laimoune,Jezzine,عين مجدلين,55.55555555555556,عين مجدلين,ودي ليمن,55.55555555555556,لبعه,وادي ليمنه,44.44444444444444,بحنين - كفرتعلا,واد ليمن,38.095238095238095
Addoussiat,Saida,صيدا حي المسالخية,47.05882352941177,صيدا حي المسالخية,عدسية,47.05882352941177,صيدا حي السبيل,الدوسيات,45.45454545454545,صيدا حي السراي,الدوسيات,45.45454545454545
Aïn-el-Dib,Saida,صيدا حي الكنان,44.44444444444444,صيدا حي الكنان,عان el دب,44.44444444444444,صيدا حي القناية,عاين el دب,40.0,صيدا حي مار نقولا,عان el دب,38.46153846153846
Arab Soukar,Saida,صيدا حي السراي,58.8235294117647,صيدا حي السراي,الراب صقار,58.8235294117647,صيدا حي الشارع,اراب صقار,55.55555555555556,صيدا حي مكسر العبد,الرب صكر,53.84615384615385
Arab Tabbaya,Saida,صيدا حي السراي,58.8235294117647,صيدا حي السراي,الراب طبيا,58.8235294117647,صيدا حي الشارع,اراب طبيا,55.55555555555556,صيدا حي رجال الاربعين,اراب تابيا,53.84615384615385
Bissariat,Saida,صيدا حي السبيل,53.333333333333336,صيدا حي السبيل,بصريات,53.333333333333336,صيدا حي السراي,بسريات,53.333333333333336,صيدا حي المسالخية,بسارية,44.44444444444444
Daoudiyé,Saida,صيدا حي القناية,40.0,صيدا حي القناية,داودي,40.0,صيدا حي الزويتيني,ضوديي,35.294117647058826,صيدا حي المسالخية,داودي,35.294117647058826
Darbessim,Saida,صيدا حي السبيل,40.0,صيدا حي السبيل,ضربصيم,40.0,صيدا حي السراي,ضربصيم,40.0,صيدا حي الشارع,ضربصيم,40.0
Deir Takla,Saida,صيدا حي القناية,52.63157894736842,صيدا حي القناية,داير طقلة,52.63157894736842,صيدا حي مار نقولا,داير طقلة,52.17391304347826,صيدا حي السراي,داير تاكلا,50.0
El-Hajjé,Saida,صيدا حي القناية,35.294117647058826,صيدا حي القناية,El حاجي,35.294117647058826,صيدا حي الكشك,El حجي,31.578947368421055,صيدا حي المسالخية,El حاجي,31.578947368421055
El-Mhammariyé,Saida,صيدا حي الكشك,36.36363636363637,صيدا حي الكشك,El محمريي,36.36363636363637,صيدا حي المسالخية,El مهماريه,36.36363636363637,صيدا حي السبيل,El محمريي,34.78260869565217
El Hartiyé,Saida,صيدا حي الكشك,38.095238095238095,صيدا حي الكشك,El حرتيي,38.095238095238095,صيدا حي السبيل,El حرتيي,36.36363636363637,صيدا حي السراي,El حرتيي,36.36363636363637
Jaziré,Saida,صيدا حي الزويتيني,35.294117647058826,صيدا حي الزويتيني,جزيري,35.294117647058826,صيدا حي السراي,جذري,30.769230769230774,صيدا حي الشارع,جذري,30.769230769230774
Kaakiet El-Senaoubar,Saida,صيدا حي القناية,48.0,صيدا حي القناية,كاكية El صناوبر,48.0,صيدا حي المسالخية,كاكية El صناوبر,44.44444444444444,صيدا حي مار نقولا,قاكيت El صناوبر,43.75
Kaoutarite El-Riz,Saida,صيدا حي الزويتيني,38.46153846153846,صيدا حي الزويتيني,كعوتريتي El رز,38.46153846153846,صيدا حي السراي,كوترتي El ريز,36.36363636363637,صيدا حي رجال الاربعين,كوترتي El ريز,34.48275862068965
Kaoutarite El-Siyad,Saida,صيدا حي مكسر العبد,53.84615384615385,صيدا حي مكسر العبد,كوترت El صياد,53.84615384615385,صيدا حي الكشك,كوترت El صيد,50.0,صيدا حي الكنان,كوترت El صيد,47.61904761904762
Kfar Badda,Saida,صيدا حي الكنان,58.8235294117647,صيدا حي الكنان,كفار بدا,58.8235294117647,صيدا حي القناية,قفار بدا,55.55555555555556,صيدا حي الكشك,كفر بدا,53.333333333333336
Kherbet Bassal,Saida,صيدا حي المسالخية,54.54545454545455,صيدا حي المسالخية,خربة باسال,54.54545454545455,صيدا حي القناية,خاربة بصال,50.0,صيدا حي السبيل,خربات بصل,44.44444444444444
